reference_name,source_count,source_labels,credit_salary,primary_archetype,secondary_archetype,motif_reason,sprint,climb,stamina,technique,teamwork,ego,fighting,race_fit,game_conversion_note
Herminio Díaz-Zabala,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Hippolyte Aucouturier,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Iban Mayo,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Igor Astarloa,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Imerio Massignan,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Inaki Gaston,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Iñaki Gastón,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Iñigo Landaluze,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Italo Zilioli,1,Tirreno-Adriatico,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jacques Esclassan,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Janez Brajkovič,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jasper Stuyven,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jay Vine,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Aerts,1,World road race,6400,classic,none,Referenced from 1 major race/classification source(s),75,69,96,91,70,81,94,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Alavoine,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Bobet,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Brankart,1,Grand Tour mountains,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Engels,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Graczyck,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Graczyk,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean Paul van Poppel,1,Grand Tour stage wins,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean-François Bernard,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean-Marie Wampers,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean-Paul van Poppel,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jean-Pierre Munch,1,Paris-Nice,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jef Demuysere,1,Milan-San Remo,6700,sprinter,none,Referenced from 1 major race/classification source(s),57,57,72,67,62,67,72,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jef Planckaert,1,Liege-Bastogne-Liege,6200,puncheur,none,Referenced from 1 major race/classification source(s),79,79,86,85,64,85,90,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Jo de Roo,1,Giro di Lombardia,6500,climber,none,Referenced from 1 major race/classification source(s),47,95,88,75,66,79,94,mountain,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
João Almeida,1,Tour de Suisse,5000,stage_hunter,none,Referenced from 1 major race/classification source(s),69,71,96,85,60,87,96,hill/breakaway,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Johan van der Velde,1,Criterium du Dauphine,7900,gc,none,Referenced from 1 major race/classification source(s),62,85,97,85,74,81,90,mountain/itt,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Johan Van Der Velde,1,Grand Tour points,7100,sprint,none,Referenced from 1 major race/classification source(s),92,41,82,85,70,87,82,flat,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
Johan Vansummeren,1,Paris-Roubaix,6300,classic_cobble,none,Referenced from 1 major race/classification source(s),79,59,96,97,72,81,96,cobble/wind,"Use only as research motif; create fictional name, nationality variant, visual design, and career history before game use"
